idx,udsid,sid,data
859,74A,22,00,00,FF,00
860,74A,22,00,FF,FF,00
861,74A,22,FF,FF,FF,FF
862,74A,22,00,00,00,01
863,74A,22,00,00,01,01
864,74A,22,01,01,01,01
865,74A,22,00,00,00,FF
866,74A,22,FF,00,00,FF
867,74A,22,FF,FF,FF,FF
868,70E,86,EE,00,AA
869,70E,86,EF,00,AA
870,70E,86,EE,00,6A
871,70E,86,EE,80,8F
872,70E,86,EE,FF,AA
873,70E,86,11,00,55
874,70E,86,11,FF,AA
875,70E,86,EE,01,AA
876,70E,86,EF,00,AB
877,70E,86,EF,00,AD
878,70E,86,ED,00,AA
879,70E,86,ED,00,A9
880,70E,86,ED,00,A7
881,70E,86,00,00,AA
882,70E,86,00,00,AA
883,70E,86,00,00,00
884,70E,86,EE,00,FF
885,70E,86,FF,FF,AA
886,70E,86,FF,FF,FF
887,70E,86,EE,00,8A
888,70E,86,F6,00,AA
889,70E,86,8E,09,AA
890,70E,86,EE,00,55
891,70E,86,11,00,55
892,70E,86,11,00,55
893,70E,86,EE,01,AA
894,70E,86,EF,01,AA
895,70E,86,EF,00,AD
896,70E,86,ED,00,AA
897,70E,86,ED,00,A9
898,70E,86,EE,FD,A9
899,74A,19,00,00,00,00
900,74A,19,40,00,00,00
901,74A,19,00,00,00,03
902,74A,19,4B,00,00,00
903,74A,19,00,00,FF,00
904,74A,19,FF,00,00,FF
905,74A,19,FF,FF,FF,FF
906,74A,19,00,01,00,00
907,74A,19,00,01,01,00
908,74A,19,01,01,01,01
909,74A,19,00,FF,00,00
910,74A,19,00,FF,FF,00
911,74A,19,FF,FF,FF,FF
912,74A,19,00,00,00,00
913,74A,19,00,00,00,00
914,74A,19,00,00,00,00
915,74A,19,FF,00,00,00
916,74A,19,FF,FF,00,00
917,74A,19,FF,FF,FF,FF
918,74A,19,00,40,00,00
919,74A,19,18,00,00,00
920,74A,19,00,4B,00,00
921,74A,19,FF,00,00,00
922,74A,19,00,FF,FF,00
923,74A,19,FF,FF,FF,FF
924,74A,19,00,00,01,00
925,74A,19,00,01,01,00
926,74A,19,01,01,01,01
927,74A,19,00,FF,00,00
928,74A,19,FF,FF,00,00
929,74A,19,FF,FF,FF,FF
930,70E,85,00,FF,F2,05,0E,B0,01
931,70E,85,00,FB,F2,05,0E,B0,01
932,70E,85,00,FF,F2,05,0D,B0,01
933,70E,85,00,FF,F2,05,0E,9C,00
934,70E,85,00,FF,F2,05,0E,B0,FE
935,70E,85,00,FF,F2,05,0E,4F,FE
936,70E,85,FF,00,F2,FA,0E,B0,FE
937,70E,85,00,FF,F2,05,0F,B0,01
938,70E,85,00,FF,F2,05,0F,B1,01
939,70E,85,00,FF,F3,06,0F,B0,02
940,70E,85,00,FE,F2,05,0E,B0,01
941,70E,85,00,FF,F2,05,0E,AF,00
942,70E,85,00,FF,F1,04,0D,B0,00
943,70E,85,00,FF,F2,05,0E,B0,00
944,70E,85,00,FF,00,00,0E,B0,01
945,70E,85,00,FF,F2,00,00,00,00
946,70E,85,00,FF,F2,05,0E,B0,01
947,70E,85,00,FF,F2,FF,FF,B0,01
948,70E,85,00,FF,F2,FF,FF,FF,FF
949,70E,85,00,FD,F2,05,0E,B0,01
950,70E,85,00,FF,F2,05,16,B0,01
951,70E,85,00,FF,42,01,0E,B0,01
952,70E,85,00,FF,F2,05,0E,4F,01
953,70E,85,FF,FF,F2,05,0E,B0,FE
954,70E,85,00,00,0D,FA,0E,4F,01
955,70E,85,01,FF,F2,05,0E,B0,01
956,70E,85,00,FF,F2,05,0F,B1,01
957,70E,85,01,FF,F3,05,0E,B1,02
958,70E,85,00,FF,F2,05,0E,B0,00
959,70E,85,FF,FF,F2,05,0E,B0,00
960,70E,85,FF,FF,F2,04,0D,AF,01
961,74A,14,00,00,00,00
962,74A,14,00,10,00,00
963,74A,14,00,00,0C,00
964,74A,14,00,00,58,02
965,74A,14,00,00,00,FF
966,74A,14,00,00,FF,FF
967,74A,14,FF,FF,FF,FF
968,74A,14,00,00,01,00
969,74A,14,01,01,00,00
970,74A,14,01,01,01,01
971,74A,14,00,00,FF,00
972,74A,14,00,00,FF,FF
973,74A,14,FF,FF,FF,FF
974,74A,14,00,00,00,00
975,74A,14,00,00,00,00
976,74A,14,00,00,00,00
977,74A,14,00,00,00,FF
978,74A,14,FF,FF,00,00
979,74A,14,FF,FF,FF,FF
980,74A,14,00,00,04,00
981,74A,14,00,18,00,00
982,74A,14,01,00,00,2C
983,74A,14,FF,00,00,00
984,74A,14,FF,FF,00,00
985,74A,14,FF,FF,FF,FF
986,74A,14,00,01,00,00
987,74A,14,00,00,01,01
988,74A,14,01,01,01,01
989,74A,14,00,00,FF,00
990,74A,14,FF,00,00,FF
991,74A,14,FF,FF,FF,FF
992,70E,85,FD,FE,FF,FF
993,70E,85,FD,FE,FE,FF
994,70E,85,FD,FE,7F,FE
995,70E,85,6B,FE,FF,FF
996,70E,85,FD,FE,FF,00
997,70E,85,02,FE,FF,00
998,70E,85,02,01,00,00
999,70E,85,FD,FE,00,FF
1000,70E,85,FE,FF,FF,FF
1001,70E,85,FE,FF,00,00
1002,70E,85,FC,FE,FF,FF
1003,70E,85,FD,FE,FE,FE
1004,70E,85,FC,FD,FE,FE
1005,70E,85,FD,FE,FF,00
1006,70E,85,00,00,FF,FF
1007,70E,85,00,00,00,00
1008,70E,85,FF,FE,FF,FF
1009,70E,85,FF,FF,FF,FF
1010,70E,85,FF,FF,FF,FF
1011,70E,85,FF,FE,FF,FF
1012,70E,85,FD,FE,FF,CF
1013,70E,85,FD,7E,DA,FF
1014,70E,85,FD,FE,FF,00
1015,70E,85,02,01,FF,FF
1016,70E,85,02,01,00,00
1017,70E,85,FD,FF,FF,FF
1018,70E,85,FE,FF,FF,FF
1019,70E,85,FE,FF,00,00
1020,70E,85,FC,FE,FF,FF
1021,70E,85,FC,FE,FF,FE
1022,70E,85,FC,FD,FE,FE
1023,74A,11,00,00,00,00
1024,74A,11,00,00,00,04
1025,74A,11,00,00,00,C0
1026,74A,11,00,00,60,09
1027,74A,11,FF,00,00,00
1028,74A,11,00,00,FF,FF
1029,74A,11,FF,FF,FF,FF
1030,74A,11,00,00,01,00
1031,74A,11,00,01,01,00
1032,74A,11,01,01,01,01
1033,74A,11,FF,00,00,00
1034,74A,11,FF,00,00,FF
1035,74A,11,FF,FF,FF,FF
1036,74A,11,00,00,00,00
1037,74A,11,00,00,00,00
1038,74A,11,00,00,00,00
1039,74A,11,00,FF,00,00
1040,74A,11,00,FF,FF,00
1041,74A,11,FF,FF,FF,FF
1042,74A,11,00,00,80,00
1043,74A,11,0C,00,00,00
1044,74A,11,60,09,00,00
1045,74A,11,FF,00,00,00
1046,74A,11,FF,00,00,FF
1047,74A,11,FF,FF,FF,FF
1048,74A,11,00,01,00,00
1049,74A,11,00,01,01,00
1050,74A,11,01,01,01,01
1051,74A,11,00,00,FF,00
1052,74A,11,00,FF,FF,00
1053,74A,11,FF,FF,FF,FF
1054,70E,3E,DF,2E,9D
1055,70E,3E,DF,2E,9C
1056,70E,3E,DF,AE,9C
1057,70E,3E,DF,4E,94
1058,70E,3E,DF,D1,9D
1059,70E,3E,DF,D1,62
1060,70E,3E,20,2E,62
1061,70E,3E,DF,2E,9E
1062,70E,3E,E0,2F,9D
1063,70E,3E,E2,2F,9D
1064,70E,3E,DF,2E,9C
1065,70E,3E,DE,2E,9C
1066,70E,3E,DE,2E,9A
1067,70E,3E,00,2E,9D
1068,70E,3E,DF,00,00
1069,70E,3E,00,00,00
1070,70E,3E,DF,2E,FF
1071,70E,3E,FF,FF,9D
1072,70E,3E,FF,FF,FF
1073,70E,3E,DF,3E,9D
1074,70E,3E,C7,2E,9D
1075,70E,3E,49,2E,9D
1076,70E,3E,DF,2E,62
1077,70E,3E,20,D1,9D
1078,70E,3E,20,2E,62
1079,70E,3E,E0,2E,9D
1080,70E,3E,E0,2E,9E
1081,70E,3E,E2,2F,9D
1082,70E,3E,DF,2E,9C
1083,70E,3E,DE,2E,9C
1084,70E,3E,DE,2E,9A
1085,74A,10,00,00,00,00
1086,74A,10,00,00,00,08
1087,74A,10,80,01,00,00
1088,74A,10,96,00,00,00
1089,74A,10,00,00,00,FF
1090,74A,10,00,FF,FF,00
1091,74A,10,FF,FF,FF,FF
1092,74A,10,00,01,00,00
1093,74A,10,01,01,00,00
1094,74A,10,01,01,01,01
1095,74A,10,00,FF,00,00
1096,74A,10,00,00,FF,FF
1097,74A,10,FF,FF,FF,FF
1098,74A,10,00,00,00,00
1099,74A,10,00,00,00,00
1100,74A,10,00,00,00,00
1101,74A,10,00,FF,00,00
1102,74A,10,00,FF,FF,00
1103,74A,10,FF,FF,FF,FF
1104,74A,10,08,00,00,00
1105,74A,10,00,0C,00,00
1106,74A,10,04,00,00,B0
1107,74A,10,00,00,00,FF
1108,74A,10,FF,FF,00,00
1109,74A,10,FF,FF,FF,FF
1110,74A,10,01,00,00,00
1111,74A,10,00,01,01,00
1112,74A,10,01,01,01,01
1113,74A,10,FF,00,00,00
1114,74A,10,00,00,FF,FF
1115,74A,10,FF,FF,FF,FF
1116,70E,3E,36,53,4D,9D
1117,70E,3E,36,52,4D,9D
1118,70E,3E,36,93,4D,9D
1119,70E,3E,6E,51,4D,9D
1120,70E,3E,36,AC,4D,9D
1121,70E,3E,36,53,B2,62
1122,70E,3E,C9,AC,B2,62
1123,70E,3E,37,53,4D,9D
1124,70E,3E,36,54,4E,9D
1125,70E,3E,37,54,4E,9E
1126,70E,3E,35,53,4D,9D
1127,70E,3E,36,52,4C,9D
1128,70E,3E,35,52,4C,9C
1129,70E,3E,36,53,4D,00
1130,70E,3E,00,00,4D,9D
1131,70E,3E,00,00,00,00
1132,70E,3E,36,53,4D,FF
1133,70E,3E,FF,FF,4D,9D
1134,70E,3E,FF,FF,FF,FF
1135,70E,3E,36,43,4D,9D
1136,70E,3E,36,53,8D,9D
1137,70E,3E,1A,52,4D,9D
1138,70E,3E,36,AC,4D,9D
1139,70E,3E,C9,53,4D,62
1140,70E,3E,C9,AC,B2,62
1141,70E,3E,36,54,4D,9D
1142,70E,3E,36,53,4E,9E
1143,70E,3E,37,54,4E,9E
1144,70E,3E,36,52,4D,9D
1145,70E,3E,36,52,4C,9D
1146,70E,3E,35,52,4C,9C
1147,74B,85,00,00,00,00
1148,74B,85,00,00,02,00
1149,74B,85,01,00,00,80
1150,74B,85,00,00,96,00
1151,74B,85,00,00,FF,00
1152,74B,85,00,00,FF,FF
1153,74B,85,FF,FF,FF,FF
1154,74B,85,00,00,01,00
1155,74B,85,01,01,00,00
1156,74B,85,01,01,01,01
1157,74B,85,FF,00,00,00
1158,74B,85,00,FF,FF,00
1159,74B,85,FF,FF,FF,FF
1160,74B,85,00,00,00,00
1161,74B,85,00,00,00,00
1162,74B,85,00,00,00,00
1163,74B,85,00,FF,00,00
1164,74B,85,00,00,FF,FF
1165,74B,85,FF,FF,FF,FF
1166,74B,85,04,00,00,00
1167,74B,85,00,60,00,00
1168,74B,85,00,00,C0,12
1169,74B,85,00,00,FF,00
1170,74B,85,FF,FF,00,00
1171,74B,85,FF,FF,FF,FF
1172,74B,85,01,00,00,00
1173,74B,85,01,00,00,01
1174,74B,85,01,01,01,01
1175,74B,85,00,00,FF,00
1176,74B,85,00,00,FF,FF
1177,74B,85,FF,FF,FF,FF
1178,70E,31,FF,A1,FF,1F
1179,70E,31,FF,A1,FF,1E
1180,70E,31,FF,91,FF,1F
1181,70E,31,FF,11,FB,1F
1182,70E,31,FF,A1,FF,E0
1183,70E,31,00,A1,FF,E0
1184,70E,31,00,5E,00,E0
1185,70E,31,FF,A2,FF,1F
1186,70E,31,00,A2,FF,1F
1187,70E,31,00,A2,00,20
1188,70E,31,FF,A1,FE,1F
1189,70E,31,FF,A1,FE,1E
1190,70E,31,FE,A0,FE,1E
1191,70E,31,00,A1,FF,1F
1192,70E,31,FF,00,00,1F
1193,70E,31,00,00,00,00
1194,70E,31,FF,FF,FF,1F
1195,70E,31,FF,A1,FF,FF
1196,70E,31,FF,FF,FF,FF
1197,70E,31,FF,B1,FF,1F
1198,70E,31,FF,91,FF,1F
1199,70E,31,FE,A1,FF,33
1200,70E,31,FF,A1,FF,E0
1201,70E,31,00,5E,FF,1F
1202,70E,31,00,5E,00,E0
1203,70E,31,FF,A2,FF,1F
1204,70E,31,FF,A1,00,20
1205,70E,31,00,A2,00,20
1206,70E,31,FE,A1,FF,1F
1207,70E,31,FE,A0,FF,1F
1208,70E,31,FE,A0,FE,1E
1209,74B,3E,00,00,00,00
1210,74B,3E,00,00,80,00
1211,74B,3E,00,00,00,03
1212,74B,3E,00,80,25,00
1213,74B,3E,00,FF,00,00
1214,74B,3E,00,FF,FF,00
1215,74B,3E,FF,FF,FF,FF
1216,74B,3E,00,00,01,00
1217,74B,3E,01,01,00,00
1218,74B,3E,01,01,01,01
1219,74B,3E,00,FF,00,00
1220,74B,3E,00,00,FF,FF
1221,74B,3E,FF,FF,FF,FF
1222,74B,3E,00,00,00,00
1223,74B,3E,00,00,00,00
1224,74B,3E,00,00,00,00
1225,74B,3E,00,00,FF,00
1226,74B,3E,00,FF,FF,00
1227,74B,3E,FF,FF,FF,FF
1228,74B,3E,00,02,00,00
1229,74B,3E,00,00,00,03
1230,74B,3E,00,80,25,00
1231,74B,3E,FF,00,00,00
1232,74B,3E,FF,FF,00,00
1233,74B,3E,FF,FF,FF,FF
1234,74B,3E,00,00,00,01
1235,74B,3E,00,01,01,00
1236,74B,3E,01,01,01,01
1237,74B,3E,00,00,FF,00
1238,74B,3E,00,FF,FF,00
1239,74B,3E,FF,FF,FF,FF
1240,70E,31,9E,FF,4D,94,01
1241,70E,31,9E,FF,4D,94,41
1242,70E,31,9E,FF,4D,94,61
1243,70E,31,9E,FF,FD,90,01
1244,70E,31,61,FF,4D,94,01
1245,70E,31,61,00,4D,94,01
1246,70E,31,9E,00,4D,6B,01
1247,70E,31,9E,FF,4D,95,01
1248,70E,31,9E,00,4E,94,01
1249,70E,31,9F,FF,4E,96,01
1250,70E,31,9E,FF,4C,94,01
1251,70E,31,9E,FF,4D,93,00
1252,70E,31,9C,FF,4C,94,00
1253,70E,31,9E,00,4D,94,01
1254,70E,31,00,00,4D,94,01
1255,70E,31,00,00,00,00,01
1256,70E,31,9E,FF,4D,FF,01
1257,70E,31,9E,FF,FF,FF,01
1258,70E,31,9E,FF,FF,FF,FF
1259,70E,31,9E,FF,4D,94,81
1260,70E,31,9E,FF,4D,14,00
1261,70E,31,9E,FF,2D,9D,01
1262,70E,31,61,FF,4D,94,01
1263,70E,31,61,00,4D,94,01
1264,70E,31,9E,FF,B2,94,FE
1265,70E,31,9E,00,4D,94,01
1266,70E,31,9E,FF,4D,95,02
1267,70E,31,9F,FF,4E,96,01
1268,70E,31,9D,FF,4D,94,01
1269,70E,31,9D,FE,4D,94,01
1270,70E,31,9E,FE,4B,94,00
1271,74B,3D,00,00,00,00
1272,74B,3D,01,00,00,00
1273,74B,3D,01,00,00,80
1274,74B,3D,00,58,02,00
1275,74B,3D,00,FF,00,00
1276,74B,3D,00,FF,FF,00
1277,74B,3D,FF,FF,FF,FF
1278,74B,3D,00,00,01,00
1279,74B,3D,00,00,01,01
1280,74B,3D,01,01,01,01
1281,74B,3D,00,00,00,FF
1282,74B,3D,FF,FF,00,00
1283,74B,3D,FF,FF,FF,FF
1284,74B,3D,00,00,00,00
1285,74B,3D,00,00,00,00
1286,74B,3D,00,00,00,00
1287,74B,3D,00,00,00,FF
1288,74B,3D,FF,FF,00,00
1289,74B,3D,FF,FF,FF,FF
1290,74B,3D,00,04,00,00
1291,74B,3D,00,00,00,30
1292,74B,3D,00,00,00,4B
1293,74B,3D,FF,00,00,00
1294,74B,3D,FF,00,00,FF
1295,74B,3D,FF,FF,FF,FF
1296,74B,3D,00,00,01,00
1297,74B,3D,01,00,00,01
1298,74B,3D,01,01,01,01
1299,74B,3D,FF,00,00,00
1300,74B,3D,FF,00,00,FF
1301,74B,3D,FF,FF,FF,FF
1302,70E,2F,E6,36,45,A7,F3,FF
1303,70E,2F,E2,36,45,A7,F3,FF
1304,70E,2F,E6,B6,44,A7,F3,FF
1305,70E,2F,E6,A0,45,A7,F3,FF
1306,70E,2F,E6,36,45,58,F3,FF
1307,70E,2F,E6,36,45,58,0C,FF
1308,70E,2F,E6,C9,45,58,F3,FF
1309,70E,2F,E6,36,45,A8,F3,FF
1310,70E,2F,E7,37,45,A7,F3,FF
1311,70E,2F,E6,36,47,A8,F3,00
1312,70E,2F,E6,36,45,A7,F3,FE
1313,70E,2F,E6,36,45,A6,F2,FF
1314,70E,2F,E5,36,45,A5,F2,FF
1315,70E,2F,E6,36,00,A7,F3,FF
1316,70E,2F,E6,36,45,A7,00,00
1317,70E,2F,00,00,00,00,F3,FF
1318,70E,2F,E6,36,45,FF,F3,FF
1319,70E,2F,E6,FF,FF,A7,F3,FF
1320,70E,2F,FF,FF,FF,FF,F3,FF
1321,70E,2F,E6,36,65,A7,F3,FF
1322,70E,2F,E6,36,45,A7,F3,FC
1323,70E,2F,E6,36,25,AE,F3,FF
1324,70E,2F,E6,36,BA,A7,F3,FF
1325,70E,2F,E6,36,BA,58,F3,FF
1326,70E,2F,E6,C9,45,58,F3,FF
1327,70E,2F,E6,37,45,A7,F3,FF
1328,70E,2F,E6,36,45,A8,F4,FF
1329,70E,2F,E6,38,46,A7,F4,FF
1330,70E,2F,E6,36,45,A6,F3,FF
1331,70E,2F,E6,35,44,A7,F3,FF
1332,70E,2F,E5,36,45,A5,F2,FF
1333,74B,37,00,00,00,00
1334,74B,37,01,00,00,00
1335,74B,37,C0,00,00,00
1336,74B,37,60,09,00,00
1337,74B,37,FF,00,00,00
1338,74B,37,FF,FF,00,00
1339,74B,37,FF,FF,FF,FF
1340,74B,37,00,01,00,00
1341,74B,37,00,01,01,00
1342,74B,37,01,01,01,01
1343,74B,37,00,00,00,FF
1344,74B,37,00,FF,FF,00
1345,74B,37,FF,FF,FF,FF
1346,74B,37,00,00,00,00
1347,74B,37,00,00,00,00
1348,74B,37,00,00,00,00
1349,74B,37,00,00,FF,00
1350,74B,37,00,00,FF,FF
1351,74B,37,FF,FF,FF,FF
1352,74B,37,80,00,00,00
1353,74B,37,00,00,00,30
1354,74B,37,12,00,00,C0
1355,74B,37,00,FF,00,00
1356,74B,37,FF,FF,00,00
1357,74B,37,FF,FF,FF,FF
1358,74B,37,00,01,00,00
1359,74B,37,00,01,01,00
1360,74B,37,01,01,01,01
1361,74B,37,00,00,00,FF
1362,74B,37,FF,FF,00,00
1363,74B,37,FF,FF,FF,FF
1364,70E,2F,F1,54,54,2D,E6,00,50,FF
1365,70E,2F,F1,54,74,2D,E6,00,50,FF
1366,70E,2F,F1,54,D4,2C,E6,00,50,FF
1367,70E,2F,67,54,54,2D,E6,00,50,FF
1368,70E,2F,F1,54,54,2D,E6,FF,50,FF
1369,70E,2F,F1,AB,AB,2D,E6,00,50,FF
1370,70E,2F,F1,54,AB,2D,19,FF,50,00
1371,70E,2F,F1,54,54,2D,E7,00,50,FF
1372,70E,2F,F1,54,54,2D,E6,01,51,FF
1373,70E,2F,F2,54,55,2E,E6,01,50,FF
1374,70E,2F,F1,54,53,2D,E6,00,50,FF
1375,70E,2F,F0,53,54,2D,E6,00,50,FF
1376,70E,2F,F0,54,54,2C,E6,FF,4F,FF
1377,70E,2F,F1,54,54,2D,00,00,50,FF
1378,70E,2F,F1,54,54,2D,E6,00,00,00
1379,70E,2F,F1,00,00,00,00,00,50,FF
1380,70E,2F,F1,54,54,2D,FF,00,50,FF
1381,70E,2F,F1,FF,FF,2D,E6,00,50,FF
1382,70E,2F,F1,54,FF,FF,FF,FF,50,FF
1383,70E,2F,F1,D4,54,2D,E6,00,50,FF
1384,70E,2F,F1,54,54,2D,E6,80,51,FF
1385,70E,2F,F1,54,94,3F,E6,00,50,FF
1386,70E,2F,0E,54,54,2D,E6,00,50,FF
1387,70E,2F,F1,54,54,2D,E6,00,AF,00
1388,70E,2F,F1,AB,AB,2D,19,00,50,00
1389,70E,2F,F1,55,54,2D,E6,00,50,FF
1390,70E,2F,F1,54,54,2D,E6,00,51,00
1391,70E,2F,F2,54,55,2D,E6,01,50,00
1392,70E,2F,F1,53,54,2D,E6,00,50,FF
1393,70E,2F,F1,54,53,2C,E6,00,50,FF
1394,70E,2F,F0,54,53,2C,E6,FF,50,FF
1395,74B,36,00,00,00,00
1396,74B,36,00,00,00,02
1397,74B,36,00,00,30,00
1398,74B,36,12,00,00,C0
1399,74B,36,00,FF,00,00
1400,74B,36,FF,00,00,FF
1401,74B,36,FF,FF,FF,FF
1402,74B,36,00,01,00,00
1403,74B,36,00,00,01,01
1404,74B,36,01,01,01,01
1405,74B,36,00,00,FF,00
1406,74B,36,FF,00,00,FF
1407,74B,36,FF,FF,FF,FF
1408,74B,36,00,00,00,00
1409,74B,36,00,00,00,00
1410,74B,36,00,00,00,00
1411,74B,36,00,FF,00,00
1412,74B,36,00,FF,FF,00
1413,74B,36,FF,FF,FF,FF
1414,74B,36,00,00,00,08
1415,74B,36,00,00,0C,00
1416,74B,36,00,C0,12,00
1417,74B,36,FF,00,00,00
1418,74B,36,FF,FF,00,00
1419,74B,36,FF,FF,FF,FF
1420,74B,36,00,00,01,00
1421,74B,36,00,01,01,00
1422,74B,36,01,01,01,01
1423,74B,36,00,FF,00,00
1424,74B,36,00,FF,FF,00
1425,74B,36,FF,FF,FF,FF
1426,70E,2E,E2,CF,27
1427,70E,2E,E2,CF,26
1428,70E,2E,E3,CF,A7
1429,70E,2E,E3,CF,0B
1430,70E,2E,E2,CF,D8
1431,70E,2E,1D,30,27
1432,70E,2E,1D,CF,D8
1433,70E,2E,E2,D0,27
1434,70E,2E,E2,D0,28
1435,70E,2E,E3,CF,2A
1436,70E,2E,E2,CF,26
1437,70E,2E,E1,CF,26
1438,70E,2E,DF,CE,27
1439,70E,2E,00,CF,27
1440,70E,2E,E2,00,00
1441,70E,2E,00,00,00
1442,70E,2E,E2,FF,27
1443,70E,2E,E2,FF,FF
1444,70E,2E,FF,FF,FF
1445,70E,2E,E2,CF,A7
1446,70E,2E,E2,CF,3F
1447,70E,2E,E2,E3,26
1448,70E,2E,1D,CF,27
1449,70E,2E,1D,CF,D8
1450,70E,2E,1D,CF,D8
1451,70E,2E,E2,D0,27
1452,70E,2E,E3,CF,28
1453,70E,2E,E2,D2,28
1454,70E,2E,E2,CE,27
1455,70E,2E,E2,CE,26
1456,70E,2E,DF,CE,27
1457,74B,35,00,00,00,00
1458,74B,35,00,00,10,00
1459,74B,35,C0,00,00,00
1460,74B,35,00,00,96,00
1461,74B,35,00,FF,00,00
1462,74B,35,FF,00,00,FF
1463,74B,35,FF,FF,FF,FF
1464,74B,35,00,00,00,01
1465,74B,35,01,00,00,01
1466,74B,35,01,01,01,01
1467,74B,35,FF,00,00,00
1468,74B,35,00,00,FF,FF
1469,74B,35,FF,FF,FF,FF
1470,74B,35,00,00,00,00
1471,74B,35,00,00,00,00
1472,74B,35,00,00,00,00
1473,74B,35,00,00,FF,00
1474,74B,35,00,FF,FF,00
1475,74B,35,FF,FF,FF,FF
1476,74B,35,80,00,00,00
1477,74B,35,00,C0,00,00
1478,74B,35,00,96,00,00
1479,74B,35,FF,00,00,00
1480,74B,35,00,00,FF,FF
1481,74B,35,FF,FF,FF,FF
1482,74B,35,01,00,00,00
1483,74B,35,01,00,00,01
1484,74B,35,01,01,01,01
1485,74B,35,FF,00,00,00
1486,74B,35,00,FF,FF,00
1487,74B,35,FF,FF,FF,FF
1488,70E,2E,58
1489,70E,2E,18
1490,70E,2E,5B
1491,70E,2E,CE
1492,70E,2E,A7
1493,70E,2E,58
1494,70E,2E,58
1495,70E,2E,59
1496,70E,2E,5A
1497,70E,2E,5C
1498,70E,2E,57
1499,70E,2E,56
1500,70E,2E,54
1501,70E,2E,00
1502,70E,2E,00
1503,70E,2E,00
1504,70E,2E,FF
1505,70E,2E,FF
1506,70E,2E,FF
1507,70E,2E,59
1508,70E,2E,40
1509,70E,2E,FD
1510,70E,2E,A7
1511,70E,2E,58
1512,70E,2E,58
1513,70E,2E,59
1514,70E,2E,5A
1515,70E,2E,5C
1516,70E,2E,57
1517,70E,2E,56
1518,70E,2E,54
1519,74B,34,00,00,00,00
1520,74B,34,00,00,00,20
1521,74B,34,03,00,00,00
1522,74B,34,00,00,58,02
1523,74B,34,00,00,00,FF
1524,74B,34,00,00,FF,FF
1525,74B,34,FF,FF,FF,FF
1526,74B,34,01,00,00,00
1527,74B,34,00,01,01,00
1528,74B,34,01,01,01,01
1529,74B,34,00,00,FF,00
1530,74B,34,00,FF,FF,00
1531,74B,34,FF,FF,FF,FF
1532,74B,34,00,00,00,00
1533,74B,34,00,00,00,00
1534,74B,34,00,00,00,00
1535,74B,34,FF,00,00,00
1536,74B,34,00,00,FF,FF
1537,74B,34,FF,FF,FF,FF
1538,74B,34,00,00,40,00
1539,74B,34,03,00,00,00
1540,74B,34,00,96,00,00
1541,74B,34,FF,00,00,00
1542,74B,34,00,00,FF,FF
1543,74B,34,FF,FF,FF,FF
1544,74B,34,00,00,01,00
1545,74B,34,00,01,01,00
1546,74B,34,01,01,01,01
1547,74B,34,00,FF,00,00
1548,74B,34,00,00,FF,FF
1549,74B,34,FF,FF,FF,FF
1550,70E,28,B8,0F,86,FD
1551,70E,28,B8,0F,8E,FD
1552,70E,28,A0,0F,86,FD
1553,70E,28,B8,0F,10,FD
1554,70E,28,B8,F0,86,FD
1555,70E,28,47,0F,86,02
1556,70E,28,47,F0,79,02
1557,70E,28,B9,0F,86,FD
1558,70E,28,B9,10,86,FD
1559,70E,28,B9,10,87,FE
1560,70E,28,B7,0F,86,FD
1561,70E,28,B8,0F,85,FC
1562,70E,28,B7,0E,85,FC
1563,70E,28,00,0F,86,FD
1564,70E,28,B8,0F,00,00
1565,70E,28,00,00,00,00
1566,70E,28,B8,FF,86,FD
1567,70E,28,FF,FF,86,FD
1568,70E,28,FF,FF,FF,FF
1569,70E,28,B0,0F,86,FD
1570,70E,28,B8,0F,86,E5
1571,70E,28,B8,0F,AA,FC
1572,70E,28,47,0F,86,FD
1573,70E,28,47,F0,86,FD
1574,70E,28,47,F0,79,02
1575,70E,28,B8,10,86,FD
1576,70E,28,B9,0F,86,FE
1577,70E,28,B9,10,87,FE
1578,70E,28,B8,0E,86,FD
1579,70E,28,B8,0E,85,FD
1580,70E,28,B7,0E,85,FC
1581,74B,31,00,00,00,00
1582,74B,31,00,00,00,20
1583,74B,31,01,00,00,80
1584,74B,31,B0,04,00,00
1585,74B,31,00,00,00,FF
1586,74B,31,FF,00,00,FF
1587,74B,31,FF,FF,FF,FF
1588,74B,31,00,00,00,01
1589,74B,31,00,00,01,01
1590,74B,31,01,01,01,01
1591,74B,31,00,00,FF,00
1592,74B,31,FF,FF,00,00
1593,74B,31,FF,FF,FF,FF
1594,74B,31,00,00,00,00
1595,74B,31,00,00,00,00
1596,74B,31,00,00,00,00
1597,74B,31,00,FF,00,00
1598,74B,31,00,00,FF,FF
1599,74B,31,FF,FF,FF,FF
1600,74B,31,00,10,00,00
1601,74B,31,00,00,00,0C
1602,74B,31,04,00,00,B0
1603,74B,31,00,00,FF,00
1604,74B,31,00,00,FF,FF
1605,74B,31,FF,FF,FF,FF
1606,74B,31,00,00,01,00
1607,74B,31,01,01,00,00
1608,74B,31,01,01,01,01
1609,74B,31,00,00,00,FF
1610,74B,31,00,FF,FF,00
1611,74B,31,FF,FF,FF,FF
1612,70E,28,FE,DF,3B
1613,70E,28,FF,DF,3B
1614,70E,28,FE,DF,38
1615,70E,28,FC,DF,63
1616,70E,28,01,DF,3B
1617,70E,28,01,20,3B
