idx,udsid,sid,data
286,74A,36,00,00,00,01
287,74A,36,01,00,00,01
288,74A,36,01,01,01,01
289,74A,36,00,00,00,FF
290,74A,36,FF,FF,00,00
291,74A,36,FF,FF,FF,FF
292,74A,36,00,00,00,00
293,74A,36,00,00,00,00
294,74A,36,00,00,00,00
295,74A,36,00,FF,00,00
296,74A,36,00,00,FF,FF
297,74A,36,FF,FF,FF,FF
298,74A,36,00,00,00,80
299,74A,36,00,00,03,00
300,74A,36,00,00,00,96
301,74A,36,00,00,00,FF
302,74A,36,00,00,FF,FF
303,74A,36,FF,FF,FF,FF
304,74A,36,00,00,00,01
305,74A,36,01,01,00,00
306,74A,36,01,01,01,01
307,74A,36,FF,00,00,00
308,74A,36,00,FF,FF,00
309,74A,36,FF,FF,FF,FF
310,70E,2E,00,00,00,00
311,70E,2E,00,00,08,00
312,70E,2E,30,00,00,00
313,70E,2E,00,C0,12,00
314,70E,2E,00,00,FF,00
315,70E,2E,FF,FF,00,00
316,70E,2E,FF,FF,FF,FF
317,70E,2E,00,01,00,00
318,70E,2E,00,00,01,01
319,70E,2E,01,01,01,01
320,70E,2E,FF,00,00,00
321,70E,2E,FF,FF,00,00
322,70E,2E,FF,FF,FF,FF
323,70E,2E,00,00,00,00
324,70E,2E,00,00,00,00
325,70E,2E,00,00,00,00
326,70E,2E,00,FF,00,00
327,70E,2E,00,00,FF,FF
328,70E,2E,FF,FF,FF,FF
329,70E,2E,00,00,08,00
330,70E,2E,C0,00,00,00
331,70E,2E,25,00,00,80
332,70E,2E,00,00,00,FF
333,70E,2E,FF,FF,00,00
334,70E,2E,FF,FF,FF,FF
335,70E,2E,01,00,00,00
336,70E,2E,00,00,01,01
337,70E,2E,01,01,01,01
338,70E,2E,00,00,FF,00
339,70E,2E,00,FF,FF,00
340,70E,2E,FF,FF,FF,FF
341,74A,35,00,00,00,00
342,74A,35,00,00,00,08
343,74A,35,00,00,60,00
344,74A,35,00,00,4B,00
345,74A,35,00,FF,00,00
346,74A,35,FF,00,00,FF
347,74A,35,FF,FF,FF,FF
348,74A,35,00,00,01,00
349,74A,35,00,01,01,00
350,74A,35,01,01,01,01
351,74A,35,FF,00,00,00
352,74A,35,FF,00,00,FF
353,74A,35,FF,FF,FF,FF
354,74A,35,00,00,00,00
355,74A,35,00,00,00,00
356,74A,35,00,00,00,00
357,74A,35,00,FF,00,00
358,74A,35,00,00,FF,FF
359,74A,35,FF,FF,FF,FF
360,74A,35,00,00,00,08
361,74A,35,00,00,00,60
362,74A,35,60,09,00,00
363,74A,35,FF,00,00,00
364,74A,35,00,00,FF,FF
365,74A,35,FF,FF,FF,FF
366,74A,35,01,00,00,00
367,74A,35,01,00,00,01
368,74A,35,01,01,01,01
369,74A,35,00,FF,00,00
370,74A,35,00,00,FF,FF
371,74A,35,FF,FF,FF,FF
372,70E,28,00,00,00,00
373,70E,28,00,00,00,02
374,70E,28,00,18,00,00
375,70E,28,25,00,00,80
376,70E,28,00,00,00,FF
377,70E,28,FF,00,00,FF
378,70E,28,FF,FF,FF,FF
379,70E,28,01,00,00,00
380,70E,28,00,00,01,01
381,70E,28,01,01,01,01
382,70E,28,00,00,00,FF
383,70E,28,00,00,FF,FF
384,70E,28,FF,FF,FF,FF
385,70E,28,00,00,00,00
386,70E,28,00,00,00,00
387,70E,28,00,00,00,00
388,70E,28,00,00,FF,00
389,70E,28,00,00,FF,FF
390,70E,28,FF,FF,FF,FF
391,70E,28,40,00,00,00
392,70E,28,C0,00,00,00
393,70E,28,C0,12,00,00
394,70E,28,FF,00,00,00
395,70E,28,00,FF,FF,00
396,70E,28,FF,FF,FF,FF
397,70E,28,00,00,01,00
398,70E,28,01,00,00,01
399,70E,28,01,01,01,01
400,70E,28,FF,00,00,00
401,70E,28,00,FF,FF,00
402,70E,28,FF,FF,FF,FF
403,74A,34,00,00,00,00
404,74A,34,00,00,40,00
405,74A,34,60,00,00,00
406,74A,34,4B,00,00,00
407,74A,34,00,00,FF,00
408,74A,34,FF,FF,00,00
409,74A,34,FF,FF,FF,FF
410,74A,34,00,00,01,00
411,74A,34,01,01,00,00
412,74A,34,01,01,01,01
413,74A,34,FF,00,00,00
414,74A,34,00,00,FF,FF
415,74A,34,FF,FF,FF,FF
416,74A,34,00,00,00,00
417,74A,34,00,00,00,00
418,74A,34,00,00,00,00
419,74A,34,00,00,FF,00
420,74A,34,FF,FF,00,00
421,74A,34,FF,FF,FF,FF
422,74A,34,00,10,00,00
423,74A,34,00,00,00,30
424,74A,34,01,00,00,2C
425,74A,34,00,FF,00,00
426,74A,34,00,FF,FF,00
427,74A,34,FF,FF,FF,FF
428,74A,34,00,01,00,00
429,74A,34,00,01,01,00
430,74A,34,01,01,01,01
431,74A,34,00,00,00,FF
432,74A,34,FF,FF,00,00
433,74A,34,FF,FF,FF,FF
434,70E,27,00,00,00,00
435,70E,27,80,00,00,00
436,70E,27,00,00,06,00
437,70E,27,00,00,2C,01
438,70E,27,00,00,FF,00
439,70E,27,FF,FF,00,00
440,70E,27,FF,FF,FF,FF
441,70E,27,00,00,01,00
442,70E,27,01,00,00,01
443,70E,27,01,01,01,01
444,70E,27,00,00,FF,00
445,70E,27,00,FF,FF,00
446,70E,27,FF,FF,FF,FF
447,70E,27,00,00,00,00
448,70E,27,00,00,00,00
449,70E,27,00,00,00,00
450,70E,27,00,00,00,FF
451,70E,27,FF,FF,00,00
452,70E,27,FF,FF,FF,FF
453,70E,27,00,00,00,40
454,70E,27,00,00,18,00
455,70E,27,00,58,02,00
456,70E,27,FF,00,00,00
457,70E,27,FF,FF,00,00
458,70E,27,FF,FF,FF,FF
459,70E,27,00,00,00,01
460,70E,27,01,00,00,01
461,70E,27,01,01,01,01
462,70E,27,00,00,FF,00
463,70E,27,FF,00,00,FF
464,70E,27,FF,FF,FF,FF
465,74A,31,00,00,00,00
466,74A,31,00,00,04,00
467,74A,31,00,30,00,00
468,74A,31,00,00,2C,01
469,74A,31,00,00,00,FF
470,74A,31,FF,FF,00,00
471,74A,31,FF,FF,FF,FF
472,74A,31,00,01,00,00
473,74A,31,01,01,00,00
474,74A,31,01,01,01,01
475,74A,31,00,FF,00,00
476,74A,31,FF,FF,00,00
477,74A,31,FF,FF,FF,FF
478,74A,31,00,00,00,00
479,74A,31,00,00,00,00
480,74A,31,00,00,00,00
481,74A,31,FF,00,00,00
482,74A,31,00,00,FF,FF
483,74A,31,FF,FF,FF,FF
484,74A,31,00,00,40,00
485,74A,31,00,00,00,18
486,74A,31,96,00,00,00
487,74A,31,00,00,FF,00
488,74A,31,00,00,FF,FF
489,74A,31,FF,FF,FF,FF
490,74A,31,00,00,01,00
491,74A,31,00,01,01,00
492,74A,31,01,01,01,01
493,74A,31,00,00,FF,00
494,74A,31,00,00,FF,FF
495,74A,31,FF,FF,FF,FF
496,70E,22,00,00,00,00
497,70E,22,00,08,00,00
498,70E,22,00,00,30,00
499,70E,22,00,00,00,4B
500,70E,22,00,FF,00,00
501,70E,22,FF,FF,00,00
502,70E,22,FF,FF,FF,FF
503,70E,22,00,00,00,01
504,70E,22,01,01,00,00
505,70E,22,01,01,01,01
506,70E,22,00,00,FF,00
507,70E,22,FF,00,00,FF
508,70E,22,FF,FF,FF,FF
509,70E,22,00,00,00,00
510,70E,22,00,00,00,00
511,70E,22,00,00,00,00
512,70E,22,00,00,FF,00
513,70E,22,00,FF,FF,00
514,70E,22,FF,FF,FF,FF
515,70E,22,00,10,00,00
516,70E,22,00,0C,00,00
517,70E,22,2C,01,00,00
518,70E,22,00,FF,00,00
519,70E,22,00,00,FF,FF
520,70E,22,FF,FF,FF,FF
521,70E,22,00,00,01,00
522,70E,22,00,00,01,01
523,70E,22,01,01,01,01
524,70E,22,00,FF,00,00
525,70E,22,00,00,FF,FF
526,70E,22,FF,FF,FF,FF
527,74A,2F,00,00,00,00
528,74A,2F,00,00,00,10
529,74A,2F,00,00,0C,00
530,74A,2F,2C,01,00,00
531,74A,2F,FF,00,00,00
532,74A,2F,00,00,FF,FF
533,74A,2F,FF,FF,FF,FF
534,74A,2F,01,00,00,00
535,74A,2F,01,01,00,00
536,74A,2F,01,01,01,01
537,74A,2F,00,00,FF,00
538,74A,2F,00,FF,FF,00
539,74A,2F,FF,FF,FF,FF
540,74A,2F,00,00,00,00
541,74A,2F,00,00,00,00
542,74A,2F,00,00,00,00
543,74A,2F,00,FF,00,00
544,74A,2F,00,FF,FF,00
545,74A,2F,FF,FF,FF,FF
546,74A,2F,02,00,00,00
547,74A,2F,18,00,00,00
548,74A,2F,00,00,4B,00
549,74A,2F,FF,00,00,00
550,74A,2F,FF,00,00,FF
551,74A,2F,FF,FF,FF,FF
552,74A,2F,00,00,01,00
553,74A,2F,01,01,00,00
554,74A,2F,01,01,01,01
555,74A,2F,FF,00,00,00
556,74A,2F,00,FF,FF,00
557,74A,2F,FF,FF,FF,FF
558,70E,19,00,00,00,00
559,70E,19,80,00,00,00
560,70E,19,00,00,30,00
561,70E,19,00,80,25,00
562,70E,19,00,FF,00,00
563,70E,19,FF,FF,00,00
564,70E,19,FF,FF,FF,FF
565,70E,19,00,00,01,00
566,70E,19,00,01,01,00
567,70E,19,01,01,01,01
568,70E,19,00,00,00,FF
569,70E,19,FF,00,00,FF
570,70E,19,FF,FF,FF,FF
571,70E,19,00,00,00,00
572,70E,19,00,00,00,00
573,70E,19,00,00,00,00
574,70E,19,00,00,00,FF
575,70E,19,FF,FF,00,00
576,70E,19,FF,FF,FF,FF
577,70E,19,00,00,20,00
578,70E,19,18,00,00,00
579,70E,19,00,58,02,00
580,70E,19,FF,00,00,00
581,70E,19,FF,FF,00,00
582,70E,19,FF,FF,FF,FF
583,70E,19,00,00,01,00
584,70E,19,01,01,00,00
585,70E,19,01,01,01,01
586,70E,19,00,00,FF,00
587,70E,19,FF,00,00,FF
588,70E,19,FF,FF,FF,FF
589,74A,2E,00,00,00,00
590,74A,2E,40,00,00,00
591,74A,2E,C0,00,00,00
592,74A,2E,00,00,B0,04
593,74A,2E,00,00,FF,00
594,74A,2E,FF,FF,00,00
595,74A,2E,FF,FF,FF,FF
596,74A,2E,01,00,00,00
597,74A,2E,01,01,00,00
598,74A,2E,01,01,01,01
599,74A,2E,00,00,FF,00
600,74A,2E,00,00,FF,FF
601,74A,2E,FF,FF,FF,FF
602,74A,2E,00,00,00,00
603,74A,2E,00,00,00,00
604,74A,2E,00,00,00,00
605,74A,2E,00,00,00,FF
606,74A,2E,FF,FF,00,00
607,74A,2E,FF,FF,FF,FF
608,74A,2E,40,00,00,00
609,74A,2E,00,00,00,06
610,74A,2E,00,00,58,02
611,74A,2E,00,00,00,FF
612,74A,2E,00,00,FF,FF
613,74A,2E,FF,FF,FF,FF
614,74A,2E,00,00,01,00
615,74A,2E,01,01,00,00
616,74A,2E,01,01,01,01
617,74A,2E,00,00,FF,00
618,74A,2E,FF,00,00,FF
619,74A,2E,FF,FF,FF,FF
620,70E,14,00,00,00,00
621,70E,14,00,20,00,00
622,70E,14,00,00,00,03
623,70E,14,00,00,00,96
624,70E,14,00,00,FF,00
625,70E,14,FF,00,00,FF
626,70E,14,FF,FF,FF,FF
627,70E,14,00,00,00,01
628,70E,14,00,01,01,00
629,70E,14,01,01,01,01
630,70E,14,FF,00,00,00
631,70E,14,FF,00,00,FF
632,70E,14,FF,FF,FF,FF
633,70E,14,00,00,00,00
634,70E,14,00,00,00,00
635,70E,14,00,00,00,00
636,70E,14,00,00,FF,00
637,70E,14,00,00,FF,FF
638,70E,14,FF,FF,FF,FF
639,70E,14,80,00,00,00
640,70E,14,00,C0,00,00
641,70E,14,25,00,00,80
642,70E,14,00,00,00,FF
643,70E,14,00,FF,FF,00
644,70E,14,FF,FF,FF,FF
645,70E,14,00,00,00,01
646,70E,14,01,00,00,01
647,70E,14,01,01,01,01
648,70E,14,00,FF,00,00
649,70E,14,FF,FF,00,00
650,70E,14,FF,FF,FF,FF
651,74A,28,00,00,00,00
652,74A,28,80,00,00,00
653,74A,28,00,00,30,00
654,74A,28,00,00,96,00
655,74A,28,00,FF,00,00
656,74A,28,00,00,FF,FF
657,74A,28,FF,FF,FF,FF
658,74A,28,00,01,00,00
659,74A,28,01,01,00,00
660,74A,28,01,01,01,01
661,74A,28,FF,00,00,00
662,74A,28,00,FF,FF,00
663,74A,28,FF,FF,FF,FF
664,74A,28,00,00,00,00
665,74A,28,00,00,00,00
666,74A,28,00,00,00,00
667,74A,28,FF,00,00,00
668,74A,28,FF,FF,00,00
669,74A,28,FF,FF,FF,FF
670,74A,28,00,00,00,01
671,74A,28,00,18,00,00
672,74A,28,2C,01,00,00
673,74A,28,00,00,00,FF
674,74A,28,FF,FF,00,00
675,74A,28,FF,FF,FF,FF
676,74A,28,01,00,00,00
677,74A,28,01,01,00,00
678,74A,28,01,01,01,01
679,74A,28,00,FF,00,00
680,74A,28,FF,FF,00,00
681,74A,28,FF,FF,FF,FF
682,70E,11,00,00,00,00
683,70E,11,00,00,00,08
684,70E,11,00,00,00,0C
685,70E,11,4B,00,00,00
686,70E,11,00,00,FF,00
687,70E,11,00,00,FF,FF
688,70E,11,FF,FF,FF,FF
689,70E,11,00,00,00,01
690,70E,11,00,00,01,01
691,70E,11,01,01,01,01
692,70E,11,00,FF,00,00
693,70E,11,FF,FF,00,00
694,70E,11,FF,FF,FF,FF
695,70E,11,00,00,00,00
696,70E,11,00,00,00,00
697,70E,11,00,00,00,00
698,70E,11,00,FF,00,00
699,70E,11,00,00,FF,FF
700,70E,11,FF,FF,FF,FF
701,70E,11,00,00,00,08
702,70E,11,00,00,00,0C
703,70E,11,80,25,00,00
704,70E,11,00,00,00,FF
705,70E,11,00,00,FF,FF
706,70E,11,FF,FF,FF,FF
707,70E,11,00,00,01,00
708,70E,11,01,01,00,00
709,70E,11,01,01,01,01
710,70E,11,00,00,FF,00
711,70E,11,00,FF,FF,00
712,70E,11,FF,FF,FF,FF
713,74A,27,00,00,00,00
714,74A,27,00,00,00,20
715,74A,27,00,18,00,00
716,74A,27,00,00,00,4B
717,74A,27,00,FF,00,00
718,74A,27,FF,FF,00,00
719,74A,27,FF,FF,FF,FF
720,74A,27,01,00,00,00
721,74A,27,01,00,00,01
722,74A,27,01,01,01,01
723,74A,27,00,FF,00,00
724,74A,27,FF,FF,00,00
725,74A,27,FF,FF,FF,FF
726,74A,27,00,00,00,00
727,74A,27,00,00,00,00
728,74A,27,00,00,00,00
729,74A,27,00,00,FF,00
730,74A,27,00,00,FF,FF
731,74A,27,FF,FF,FF,FF
732,74A,27,00,00,00,08
733,74A,27,00,C0,00,00
734,74A,27,09,00,00,60
735,74A,27,00,00,FF,00
736,74A,27,FF,00,00,FF
737,74A,27,FF,FF,FF,FF
738,74A,27,01,00,00,00
739,74A,27,00,00,01,01
740,74A,27,01,01,01,01
741,74A,27,00,00,FF,00
742,74A,27,00,00,FF,FF
743,74A,27,FF,FF,FF,FF
744,70E,10,00,00,00,00
745,70E,10,00,00,00,08
746,70E,10,60,00,00,00
747,70E,10,00,00,C0,12
748,70E,10,00,FF,00,00
749,70E,10,00,FF,FF,00
750,70E,10,FF,FF,FF,FF
751,70E,10,00,00,00,01
752,70E,10,01,00,00,01
753,70E,10,01,01,01,01
754,70E,10,FF,00,00,00
755,70E,10,FF,00,00,FF
756,70E,10,FF,FF,FF,FF
757,70E,10,00,00,00,00
758,70E,10,00,00,00,00
759,70E,10,00,00,00,00
760,70E,10,FF,00,00,00
761,70E,10,FF,FF,00,00
762,70E,10,FF,FF,FF,FF
763,70E,10,00,08,00,00
764,70E,10,00,00,00,30
765,70E,10,02,00,00,58
766,70E,10,FF,00,00,00
767,70E,10,FF,00,00,FF
768,70E,10,FF,FF,FF,FF
769,70E,10,00,01,00,00
770,70E,10,01,00,00,01
771,70E,10,01,01,01,01
772,70E,10,00,00,00,FF
773,70E,10,00,FF,FF,00
774,70E,10,FF,FF,FF,FF
775,74A,23,00,00,00,00
776,74A,23,10,00,00,00
777,74A,23,00,00,00,03
778,74A,23,00,B0,04,00
779,74A,23,FF,00,00,00
780,74A,23,00,00,FF,FF
781,74A,23,FF,FF,FF,FF
782,74A,23,00,00,00,01
783,74A,23,00,00,01,01
784,74A,23,01,01,01,01
785,74A,23,00,FF,00,00
786,74A,23,00,00,FF,FF
787,74A,23,FF,FF,FF,FF
788,74A,23,00,00,00,00
789,74A,23,00,00,00,00
790,74A,23,00,00,00,00
791,74A,23,00,00,00,FF
792,74A,23,00,00,FF,FF
793,74A,23,FF,FF,FF,FF
794,74A,23,20,00,00,00
795,74A,23,00,00,80,01
796,74A,23,00,96,00,00
797,74A,23,00,FF,00,00
798,74A,23,FF,00,00,FF
799,74A,23,FF,FF,FF,FF
800,74A,23,00,00,00,01
801,74A,23,00,00,01,01
802,74A,23,01,01,01,01
803,74A,23,FF,00,00,00
804,74A,23,00,00,FF,FF
805,74A,23,FF,FF,FF,FF
806,70E,86,01,18
807,70E,86,11,18
808,70E,86,01,1E
809,70E,86,03,40
810,70E,86,01,E7
811,70E,86,FE,E7
812,70E,86,01,18
813,70E,86,01,19
814,70E,86,02,19
815,70E,86,03,1A
816,70E,86,00,18
817,70E,86,00,17
818,70E,86,FF,16
819,70E,86,01,00
820,70E,86,00,00
821,70E,86,00,00
822,70E,86,01,FF
823,70E,86,FF,FF
824,70E,86,FF,FF
825,70E,86,01,1A
826,70E,86,01,28
827,70E,86,24,98
828,70E,86,FE,18
829,70E,86,FE,E7
830,70E,86,01,18
831,70E,86,02,18
832,70E,86,02,19
833,70E,86,03,1A
834,70E,86,00,18
835,70E,86,00,17
836,70E,86,FF,16
837,74A,22,00,00,00,00
838,74A,22,00,00,10,00
839,74A,22,00,00,00,06
840,74A,22,60,09,00,00
841,74A,22,00,00,00,FF
842,74A,22,FF,00,00,FF
843,74A,22,FF,FF,FF,FF
844,74A,22,01,00,00,00
845,74A,22,01,00,00,01
846,74A,22,01,01,01,01
847,74A,22,00,FF,00,00
848,74A,22,FF,00,00,FF
849,74A,22,FF,FF,FF,FF
850,74A,22,00,00,00,00
851,74A,22,00,00,00,00
852,74A,22,00,00,00,00
853,74A,22,00,00,00,FF
854,74A,22,00,FF,FF,00
855,74A,22,FF,FF,FF,FF
856,74A,22,00,02,00,00
857,74A,22,00,00,00,18
858,74A,22,00,00,2C,01
